repo	status	feature_file_count	tree_sitter_names	grammar_files	query_api	parser_api	indexing	testing
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/gmlarumbe__tree-sitter-systemverilog	ok	9	1	3	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/gmr__tree-sitter-postgres	ok	15	1	4	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/google-gemini__gemini-cli	ok	23	0	0	0	0	1	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/gram-data__tree-sitter-gram	ok	40	1	5	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/grantjenks__py-tree-sitter-languages	ok	0	1	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/greglas75__codesift	ok	21	0	0	0	0	0	1
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/growler__tree-sitter-webnf	ok	9	1	4	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/haasonsaas__semantic-sast	ok	2	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/harshkedia177__axon	ok	3	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/hesnotsoharry__codebase-graph-mcp	ok	2	0	0	0	0	1	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/hippietrail__tree-sitter-harper-dict	ok	5	1	3	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/hound-search__hound	ok	4	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/hrayleung__Cocode	ok	3	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/hwyyds-skidder-team__tree-sitter-mcp	ok	2	1	0	0	0	1	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/hzj-Jeff-07__AI-CodeGuard	ok	3	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/iamsaquib8__tessera	ok	5	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/igor-ramazanov__kak-tree-sitter-helix	ok	1	1	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/ikatyang__tree-sitter-markdown	ok	5	1	2	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/ikatyang__tree-sitter-toml	ok	5	1	3	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/ikatyang__tree-sitter-vue	ok	4	1	2	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/ikatyang__tree-sitter-yaml	ok	4	1	2	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/indoorvivants__tree-sitter-smithy	ok	8	1	3	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/indradb__indradb	ok	12	0	0	0	0	0	1
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/interdependence__tree-sitter-htmldjango	ok	10	1	4	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/intersystems__tree-sitter-objectscript	ok	52	1	4	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/ionide__tree-sitter-fsharp	ok	15	1	6	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/jaksm__dev-tools	ok	2	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/jbpraxxys__opencode-indexer	ok	2	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/jgravelle__jcodemunch-mcp	ok	11	0	0	0	0	1	1
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/jhillacre__tree-sitter-ic10-typed	ok	9	1	3	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/jimhester__rtreesitter	ok	17	2	0	0	0	0	1
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/jiteshy__backstage-plugin-codeinsight	ok	27	0	0	0	0	3	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/jiyee__tree-sitter-objc	ok	6	1	3	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/jkerdels__dependency-graph-mcp	ok	1	0	0	0	0	1	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/jlcrochet__tree-sitter-html	ok	10	1	4	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/jlcrochet__tree-sitter-razor	ok	8	1	3	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/jlcrochet__tree-sitter-wren	ok	8	1	3	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/jobindex-open__tree-sitter-embedded-perl	ok	13	1	4	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/joelspadin__tree-sitter-devicetree	ok	9	1	3	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/joernio__joern	ok	18	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/johnhuang316__code-index-mcp	ok	14	0	0	0	0	1	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/johunsang__semble_rs	ok	2	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/joowani__tree-sitter-graphql	ok	8	1	2	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/joowani__tree-sitter-prisma	ok	8	1	2	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/josteink__tree-sitter-structurizr	ok	11	1	3	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/jrmoulton__tree-sitter-slint	ok	8	1	4	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/justinmk__tree-sitter-ini	ok	10	1	3	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/kaermorchen__tree-sitter-explorer	ok	2	1	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/kavitharaju__USFM-editor-POC	ok	2	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/kcl-lang__tree-sitter-kcl	ok	9	1	3	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/kentookura__tree-sitter-forester	ok	8	1	3	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/kolen__tree-sitter-slim	ok	10	1	4	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/kopecs__tree-sitter-c0	ok	2	1	2	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/koto-lang__tree-sitter-koto	ok	13	1	5	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/kristoferssolo__tree-sitter-bruno	ok	13	1	5	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/kristoferssolo__tree-sitter-jsonl	ok	9	1	4	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/kuzudb__kuzu	ok	39	0	0	0	0	0	1
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/kylegoetz__tree-sitter-unison	ok	7	1	3	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/kythe__kythe	ok	16	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/langston-barrett__tree-sitter-edit	ok	2	1	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/langston-barrett__tree-sitter-souffle	ok	5	1	2	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/langston-barrett__treereduce	ok	10	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/lapce__tree-sitter-grammars	ok	2	1	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/latex-lsp__tree-sitter-latex	ok	7	1	2	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/leandrocp__mdex	ok	1	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/levnikolaevich__claude-code-skills	ok	23	0	0	0	0	1	1
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/lewis6991__spellsitter.nvim	ok	16	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/lezer-parser__import-tree-sitter	ok	2	1	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/livegrep__livegrep	ok	3	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/lkwslm__tree-sitter-mcp-code-analyzer	ok	2	1	0	0	0	1	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/lumen-oss__luarocks-build-treesitter-parser	ok	1	1	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/lumen-oss__nurr	ok	2	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/m-demare__hlargs.nvim	ok	104	0	1	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/m-novikov__tree-sitter-sql	ok	6	1	3	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/marceline-cramer__tree-sitter-grain	ok	5	1	3	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/mariusgreuel__tree-sitter-dotnet-bindings	ok	1	1	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/matoous__tree-sitter-fga	ok	10	1	4	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/maxxnino__tree-sitter-zig	ok	11	1	4	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/meain__evil-textobj-tree-sitter	ok	244	1	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/merico-ai__tree-sitter-objc	ok	5	1	2	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/mertcanaltin__composto	ok	2	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/mfussenegger__nvim-treehopper	ok	1	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/mickeynp__combobulate	ok	0	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/mitchellh__tree-sitter-hcl	ok	7	1	3	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/mitchellh__tree-sitter-proto	ok	7	1	3	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/mizlan__iswap.nvim	ok	28	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/mkoval1__tree-sitter-abap	ok	7	1	3	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/monaqa__tree-sitter-satysfi	ok	8	1	3	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/moonbitlang__tree-sitter-moonbit	ok	32	1	6	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/move-hub__tree-sitter-move	ok	4	1	2	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/mrnugget__tree-sitter-tucan	ok	7	1	3	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/mrnugget__tree-sitter-tucanir	ok	6	1	3	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/mufeedvh__code2prompt	ok	10	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/murtaza64__tree-sitter-groovy	ok	13	1	5	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/n24q02m__better-code-review-graph	ok	2	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/naidaon__tree-sitter-astra	ok	3	1	2	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/nautilus-env__tree-sitter-nautilus	ok	7	1	3	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/navgupta15__DTGS	ok	4	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/nedpals__tree-sitter-v	ok	6	1	3	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/nendotools__tree-sitter-mcp	ok	22	1	0	0	0	1	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/neo4j__neo4j	ok	12	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/neovim__tree-sitter-vimdoc	ok	10	1	4	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/neurocyte__flow	ok	1	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/ngalaiko__tree-sitter-go-template	ok	11	1	3	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/nick79__diffguard	ok	2	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/nielsenko__tree-sitter-dart	ok	11	1	5	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/nimterop__nimterop	ok	1	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/nix-community__tree-sitter-nix	ok	10	1	6	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/niyabits__tree-sitter-astro	ok	10	1	2	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/njenia__envgrd	ok	2	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/nushell__tree-sitter-nu	ok	13	1	4	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/nverno__tree-sitter-jq	ok	9	1	3	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/nvim-neorg__tree-sitter-norg	ok	5	1	2	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/nvim-neorg__ts-breeze	ok	2	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/nvim-treesitter__nvim-treesitter	ok	1183	1	3	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/nvim-treesitter__nvim-treesitter-textobjects	ok	80	1	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/nvim-treesitter__playground	ok	3	1	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/nxrvl__codedocgen	ok	15	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/odvcencio__gotreesitter	ok	6	1	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/omarjatoi__tree-sitter-flix	ok	12	1	6	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/omnetpp__tree-sitter-ned	ok	14	1	6	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/ontograph__ontoindex	ok	167	1	6	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/open-compress__claw-compactor	ok	6	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/openai__codex	ok	188	0	0	0	0	1	1
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/opengrep__opengrep	ok	37	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/openrewrite__rewrite	ok	18	0	0	0	0	0	2
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/oracle__opengrok	ok	5	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/orzechowskid__tree-sitter-css-in-js	ok	5	1	2	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/padobrik__mcp-context-graph	ok	8	0	0	0	0	1	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/palmcivet__kiwi-vscode	ok	10	1	2	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/parth-maheta__BugRadar	ok	2	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/petgraph__petgraph	ok	6	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/pfeiferj__tree-sitter-hurl	ok	11	1	4	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/pmazaitis__tree-sitter-context	ok	16	1	5	0	0	1	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/pmd__pmd	ok	10	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/polarmutex__tree-sitter-astro	ok	1	1	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/polarmutex__tree-sitter-beancount	ok	15	1	5	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/prateekky__FastGraphRAG	ok	1	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/probelabs__probe	ok	37	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/pssgowtham__codereviewer	ok	2	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/pstuifzand__tree-sitter-printf	ok	5	1	2	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/quickwit-oss__tantivy	ok	18	0	0	0	0	0	1
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/r-lib__tree-sitter-r	ok	14	1	5	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/rahulvgmail__CodeInteliMCP	ok	6	0	0	0	0	1	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/ralscha__tree-sitter-mcp	ok	4	1	0	0	0	1	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/rayen03__CodeBase_RAG	ok	1	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/rayliwell__tree-sitter-rstml	ok	19	1	4	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/rest-nvim__tree-sitter-http	ok	9	1	4	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/rewasa__hermes-code-intel-plugin	ok	2	0	0	0	0	0	0
